00:00:00	00:06:37
00:00:25	00:06:03
00:01:33	00:17:50
00:02:20	00:11:30
00:03:44	00:12:06
00:09:40	00:13:34
00:11:37	00:18:40
00:14:58	00:26:37
00:20:20	00:28:51
00:21:24	00:27:43
00:23:32	00:28:00
00:26:12	00:33:06
00:30:13	00:38:07
00:00:00	00:04:51
00:00:01	00:04:52
00:00:15	00:11:31
00:00:30	00:09:20
00:00:31	00:12:40
00:00:38	00:10:05
00:01:14	00:08:43
00:02:29	00:07:40
